,Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
3338,18.0,31.0,4,Laptop & Accessory,1,Married,1,0,8.0,159.06,0
905,3.0,14.0,3,Fashion,3,Married,6,0,7.0,172.64,0
404,16.0,12.0,4,Grocery,1,Married,5,1,0.0,266.27,0
3297,6.0,13.0,3,Laptop & Accessory,5,Married,1,0,3.0,143.73,0
3779,12.0,9.0,1,Laptop & Accessory,4,Married,10,0,6.0,163.89,0
1070,8.0,17.0,4,Mobile Phone,4,Married,3,0,1.0,145.08,0
3124,8.0,20.0,4,Fashion,3,Married,3,0,,211.28,0
1605,16.0,25.0,4,Laptop & Accessory,5,Married,8,1,3.0,179.1,0
3080,12.0,16.0,4,Mobile Phone,1,Married,4,0,4.0,172.71,0
998,13.0,31.0,5,Grocery,1,Married,2,0,7.0,245.31,0
1717,4.0,26.0,1,Mobile Phone,2,Divorced,1,0,2.0,127.91,0
3242,17.0,22.0,5,Laptop & Accessory,1,Married,5,0,3.0,193.04,0
2103,2.0,24.0,4,Laptop & Accessory,5,Married,3,0,9.0,170.58,0
3189,19.0,8.0,3,Grocery,5,Married,9,0,9.0,270.48,0
2416,0.0,8.0,5,Mobile Phone,2,Divorced,6,1,2.0,134.64,1
837,18.0,32.0,4,Laptop & Accessory,5,Married,2,0,5.0,143.85,0
1927,13.0,13.0,3,Others,4,Single,2,0,8.0,298.33,0
2807,1.0,10.0,4,Laptop & Accessory,3,Married,2,0,3.0,174.99,0
517,1.0,33.0,4,Laptop & Accessory,1,Married,3,1,9.0,181.17,1
3727,,19.0,3,Mobile Phone,3,Married,2,0,6.0,120.96,0
3711,5.0,8.0,2,Laptop & Accessory,2,Single,8,0,7.0,150.55,0
3536,1.0,8.0,4,Mobile Phone,1,Married,2,1,2.0,138.67,0
812,24.0,27.0,4,Grocery,3,Married,4,1,14.0,237.45,0
2063,4.0,,4,Mobile Phone,4,Single,1,1,2.0,126.57,0
203,9.0,24.0,4,Laptop & Accessory,5,Married,5,1,,214.66,0
2460,25.0,18.0,5,Grocery,4,Single,5,0,4.0,256.42,0
3705,10.0,25.0,3,Mobile Phone,4,Married,5,0,0.0,130.22,0
2340,0.0,10.0,4,Mobile Phone,1,Married,1,0,4.0,131.62,0
3659,10.0,13.0,3,Laptop & Accessory,5,Married,6,1,4.0,142.84,0
2580,13.0,20.0,3,Laptop & Accessory,5,Married,2,0,2.0,146.39,0
1979,19.0,8.0,4,Laptop & Accessory,3,Single,6,0,4.0,178.99,0
385,1.0,6.0,5,Mobile Phone,3,Single,3,0,3.0,155.33,0
2650,5.0,7.0,6,Laptop & Accessory,3,Divorced,2,0,5.0,168.45,0
426,8.0,10.0,3,Laptop & Accessory,3,Single,2,1,1.0,142.49,0
1866,4.0,7.0,4,Mobile Phone,4,Married,3,0,8.0,162.48,0
398,,23.0,5,Mobile Phone,3,Married,2,0,2.0,123.05,0
3051,1.0,9.0,2,Mobile Phone,5,Single,9,0,2.0,159.24,0
1657,0.0,8.0,3,Mobile Phone,3,Single,3,0,0.0,134.85,1
1226,11.0,9.0,4,Laptop & Accessory,3,Divorced,6,1,,221.02,0
3752,3.0,7.0,4,Fashion,1,Married,3,0,2.0,204.18,0
1617,,27.0,4,Mobile Phone,4,Single,2,1,0.0,121.21,1
3131,1.0,12.0,4,Mobile Phone,1,Single,2,1,3.0,148.79,0
2260,1.0,17.0,4,Mobile Phone,3,Single,3,1,2.0,135.09,1
1211,1.0,32.0,5,Mobile Phone,4,Divorced,7,0,2.0,150.46,1
1462,1.0,21.0,4,Fashion,2,Single,2,1,8.0,200.53,1
2954,23.0,13.0,4,Others,3,Married,6,1,8.0,287.4,0
64,1.0,16.0,4,Mobile Phone,1,Single,3,0,1.0,135.81,1
2309,4.0,36.0,4,Laptop & Accessory,5,Married,10,0,4.0,166.15,0
1245,1.0,9.0,2,Laptop & Accessory,3,Married,3,0,8.0,177.06,0
3720,22.0,11.0,3,Laptop & Accessory,3,Married,3,0,2.0,166.51,0
505,0.0,8.0,4,Mobile Phone,1,Single,2,0,0.0,111.02,1
386,11.0,17.0,4,Mobile Phone,5,Married,2,1,4.0,152.82,0
2523,28.0,10.0,3,Laptop & Accessory,3,Married,1,1,2.0,140.35,0
795,6.0,8.0,3,Laptop & Accessory,1,Married,2,0,4.0,155.05,0
2565,0.0,32.0,4,Laptop & Accessory,5,Single,6,0,1.0,166.96,1
824,4.0,13.0,5,Laptop & Accessory,2,Divorced,2,0,8.0,171.27,0
1123,22.0,9.0,3,Laptop & Accessory,4,Divorced,5,0,3.0,206.2,0
913,31.0,10.0,5,Laptop & Accessory,2,Single,7,0,6.0,176.71,0
343,4.0,13.0,3,Fashion,5,Married,3,0,2.0,196.37,0
3236,18.0,17.0,4,Laptop & Accessory,1,Married,4,1,4.0,189.65,0
2659,,20.0,3,Mobile Phone,3,Single,2,0,0.0,115.14,0
1058,4.0,14.0,3,Grocery,4,Single,4,0,0.0,264.22,0
1349,9.0,6.0,3,Laptop & Accessory,1,Single,5,0,0.0,166.53,0
465,20.0,10.0,4,Fashion,4,Married,9,1,10.0,203.33,0
848,19.0,14.0,4,Fashion,5,Married,4,0,,222.24,0
2626,4.0,11.0,3,Mobile Phone,2,Divorced,1,1,3.0,148.21,0
1035,1.0,7.0,4,Mobile Phone,1,Single,3,1,9.0,151.86,1
2207,1.0,12.0,2,Mobile Phone,3,Single,5,1,4.0,149.32,1
204,1.0,6.0,4,Laptop & Accessory,1,Married,2,1,7.0,168.34,0
163,21.0,9.0,2,Grocery,4,Married,8,0,3.0,284.72,0
1727,2.0,7.0,4,Mobile Phone,1,Married,3,0,3.0,152.06,0
3248,20.0,10.0,3,Laptop & Accessory,3,Single,4,0,0.0,129.76,0
2800,0.0,30.0,5,Mobile Phone,1,Single,2,1,0.0,111.18,1
728,1.0,11.0,5,Laptop & Accessory,2,Single,3,1,5.0,183.28,1
1628,5.0,7.0,4,Laptop & Accessory,5,Divorced,3,0,4.0,166.48,0
1182,12.0,7.0,4,Fashion,5,Married,3,0,12.0,260.82,0
3010,9.0,15.0,3,Fashion,1,Married,5,0,3.0,200.96,1
1063,14.0,16.0,4,Laptop & Accessory,5,Married,2,0,2.0,179.73,0
3671,7.0,6.0,3,Laptop & Accessory,4,Married,2,0,3.0,143.25,0
1733,0.0,32.0,3,Laptop & Accessory,2,Single,2,0,4.0,161.8,0
2172,7.0,21.0,3,Grocery,5,Married,8,0,9.0,270.07,0
3774,6.0,11.0,3,Laptop & Accessory,1,Married,7,0,2.0,199.98,0
2550,16.0,10.0,2,Laptop & Accessory,2,Divorced,4,1,4.0,177.31,0
34,0.0,,4,Mobile Phone,1,Married,6,0,3.0,123.67,1
808,14.0,17.0,2,Mobile Phone,3,Married,5,1,8.0,147.13,0
2938,0.0,19.0,4,Laptop & Accessory,5,Married,6,1,2.0,161.34,1
1597,19.0,8.0,3,Laptop & Accessory,2,Married,3,0,4.0,173.79,0
3579,3.0,30.0,4,Mobile Phone,5,Single,2,0,4.0,164.04,1
1490,13.0,11.0,4,Fashion,5,Married,6,1,12.0,204.75,0
2405,5.0,14.0,5,Fashion,3,Divorced,3,0,,214.43,0
1458,6.0,16.0,1,Fashion,3,Married,1,1,8.0,183.8,0
3487,18.0,10.0,4,Others,2,Divorced,6,1,2.0,320.13,0
3006,27.0,8.0,3,Fashion,3,Married,10,0,3.0,235.49,0
3309,23.0,,3,Mobile Phone,2,Divorced,5,0,0.0,123.8,0
2278,19.0,8.0,3,Others,1,Married,8,1,2.0,293.28,0
244,8.0,22.0,4,Laptop & Accessory,4,Married,1,1,2.0,147.88,0
2308,3.0,14.0,4,Laptop & Accessory,1,Married,3,1,1.0,191.23,0
2688,11.0,8.0,3,Laptop & Accessory,3,Divorced,10,0,0.0,165.53,0
619,24.0,6.0,3,Mobile Phone,2,Divorced,2,0,0.0,127.23,0
2783,0.0,34.0,3,Laptop & Accessory,4,Married,2,0,4.0,162.72,0
1372,4.0,34.0,4,Laptop & Accessory,1,Married,9,0,8.0,178.04,0
2495,16.0,8.0,4,Fashion,1,Married,1,0,9.0,201.69,1
3401,14.0,9.0,4,Others,3,Divorced,2,0,13.0,305.41,0
2315,,31.0,3,Mobile Phone,4,Married,2,1,8.0,120.22,1
668,14.0,9.0,4,Laptop & Accessory,4,Married,5,0,11.0,181.77,0
3843,13.0,7.0,2,Fashion,1,Married,2,0,,221.13,0
1666,19.0,24.0,3,Fashion,3,Divorced,6,0,2.0,205.27,0
3389,4.0,8.0,4,Mobile Phone,4,Married,2,1,8.0,160.79,0
1341,3.0,27.0,4,Mobile Phone,1,Married,3,0,11.0,163.12,0
2108,15.0,8.0,4,Mobile Phone,1,Married,5,0,1.0,152.82,0
581,13.0,10.0,3,Others,3,Divorced,2,0,9.0,290.33,0
3878,16.0,15.0,4,Laptop & Accessory,4,Married,2,0,3.0,193.25,0
3192,,6.0,3,Mobile Phone,2,Divorced,3,1,0.0,122.93,1
3583,8.0,10.0,6,Laptop & Accessory,1,Single,7,0,3.0,185.29,0
191,15.0,9.0,5,Laptop & Accessory,3,Single,4,1,8.0,193.11,0
1993,12.0,36.0,4,Laptop & Accessory,1,Single,3,0,10.0,149.06,0
1014,14.0,8.0,3,Grocery,5,Divorced,8,0,8.0,265.95,0
3208,11.0,8.0,3,Mobile Phone,3,Married,7,1,1.0,130.57,0
2285,5.0,15.0,4,Fashion,2,Married,3,0,10.0,232.93,0
2940,3.0,16.0,5,Mobile Phone,1,Single,2,0,3.0,164.83,0
1130,10.0,16.0,3,Laptop & Accessory,4,Single,3,1,1.0,141.97,0
486,13.0,7.0,3,Grocery,5,Married,3,0,16.0,268.23,0
3424,3.0,7.0,3,Mobile Phone,4,Married,2,0,7.0,137.48,0
777,24.0,9.0,4,Others,3,Divorced,4,1,8.0,317.37,0
2603,16.0,28.0,4,Laptop & Accessory,3,Married,4,0,3.0,177.65,0
21,3.0,22.0,3,Laptop & Accessory,3,Married,9,0,2.0,153.01,0
470,7.0,,3,Mobile Phone,4,Married,2,1,3.0,123.42,1
1249,0.0,,3,Mobile Phone,5,Single,2,1,2.0,123.8,0
2635,18.0,6.0,3,Fashion,4,Married,2,0,7.0,174.41,0
993,1.0,15.0,3,Laptop & Accessory,1,Single,2,0,7.0,152.53,0
1282,6.0,8.0,5,Mobile Phone,4,Married,2,0,3.0,147.69,0
2781,27.0,8.0,4,Fashion,3,Married,7,0,0.0,206.86,0
3354,1.0,7.0,6,Mobile Phone,3,Single,3,0,1.0,138.59,1
1647,19.0,15.0,4,Laptop & Accessory,1,Married,11,0,9.0,161.97,0
2725,3.0,27.0,4,Mobile Phone,2,Divorced,3,0,3.0,146.57,0
802,8.0,11.0,3,Fashion,4,Single,1,0,13.0,180.95,0
1851,12.0,25.0,3,Laptop & Accessory,1,Married,9,0,2.0,139.02,0
132,5.0,16.0,3,Laptop & Accessory,1,Single,9,0,0.0,146.48,0
3452,9.0,23.0,4,Fashion,4,Divorced,2,0,10.0,205.2,0
3800,1.0,7.0,5,Laptop & Accessory,5,Single,3,0,8.0,167.94,0
2400,0.0,8.0,3,Mobile Phone,5,Divorced,8,0,7.0,127.07,1
1602,18.0,24.0,6,Mobile Phone,3,Single,4,0,1.0,147.9,0
335,5.0,17.0,4,Laptop & Accessory,1,Married,4,1,5.0,190.83,0
1308,2.0,33.0,3,Laptop & Accessory,3,Married,5,0,1.0,143.35,0
477,1.0,14.0,4,Mobile Phone,3,Divorced,3,1,3.0,153.86,1
2444,1.0,14.0,4,Mobile Phone,1,Single,3,0,8.0,150.7,0
1797,21.0,10.0,4,Grocery,1,Married,3,0,2.0,252.02,0
3695,7.0,8.0,4,Mobile Phone,3,Married,4,0,7.0,127.68,0
1144,3.0,18.0,3,Laptop & Accessory,3,Single,1,0,4.0,165.77,0
1185,25.0,9.0,6,Laptop & Accessory,4,Married,7,0,3.0,179.82,0
1369,7.0,8.0,4,Mobile Phone,5,Single,2,0,3.0,143.81,0
893,8.0,8.0,3,Laptop & Accessory,4,Single,6,0,2.0,144.25,0
3805,9.0,15.0,4,Fashion,1,Single,2,0,7.0,196.19,1
